,vin,stockNum,firstSeen,lastSeen,msrp,askPrice,mileage,isNew,color,interiorColor,brandName,modelName,dealerID,vf_ABS,vf_ActiveSafetySysNote,vf_AdaptiveCruiseControl,vf_AdaptiveDrivingBeam,vf_AdaptiveHeadlights,vf_AdditionalErrorText,vf_AirBagLocCurtain,vf_AirBagLocFront,vf_AirBagLocKnee,vf_AirBagLocSeatCushion,vf_AirBagLocSide,vf_AutoReverseSystem,vf_AutomaticPedestrianAlertingSound,vf_AxleConfiguration,vf_Axles,vf_BasePrice,vf_BatteryA,vf_BatteryA_to,vf_BatteryCells,vf_BatteryInfo,vf_BatteryKWh,vf_BatteryKWh_to,vf_BatteryModules,vf_BatteryPacks,vf_BatteryType,vf_BatteryV,vf_BatteryV_to,vf_BedLengthIN,vf_BedType,vf_BlindSpotMon,vf_BodyCabType,vf_BodyClass,vf_BrakeSystemDesc,vf_BrakeSystemType,vf_BusFloorConfigType,vf_BusLength,vf_BusType,vf_CAN_AACN,vf_CIB,vf_CashForClunkers,vf_ChargerLevel,vf_ChargerPowerKW,vf_CoolingType,vf_CurbWeightLB,vf_CustomMotorcycleType,vf_DaytimeRunningLight,vf_DestinationMarket,vf_DisplacementCC,vf_DisplacementCI,vf_DisplacementL,vf_Doors,vf_DriveType,vf_DriverAssist,vf_DynamicBrakeSupport,vf_EDR,vf_ESC,vf_EVDriveUnit,vf_ElectrificationLevel,vf_EngineConfiguration,vf_EngineCycles,vf_EngineCylinders,vf_EngineHP,vf_EngineHP_to,vf_EngineKW,vf_EngineManufacturer,vf_EngineModel,vf_EntertainmentSystem,vf_ForwardCollisionWarning,vf_FuelInjectionType,vf_FuelTypePrimary,vf_FuelTypeSecondary,vf_GCWR,vf_GCWR_to,vf_GVWR,vf_GVWR_to,vf_KeylessIgnition,vf_LaneDepartureWarning,vf_LaneKeepSystem,vf_LowerBeamHeadlampLightSource,vf_Make,vf_MakeID,vf_Manufacturer,vf_ManufacturerId,vf_Model,vf_ModelID,vf_ModelYear,vf_MotorcycleChassisType,vf_MotorcycleSuspensionType,vf_NCSABodyType,vf_NCSAMake,vf_NCSAMapExcApprovedBy,vf_NCSAMapExcApprovedOn,vf_NCSAMappingException,vf_NCSAModel,vf_NCSANote,vf_Note,vf_OtherBusInfo,vf_OtherEngineInfo,vf_OtherMotorcycleInfo,vf_OtherRestraintSystemInfo,vf_OtherTrailerInfo,vf_ParkAssist,vf_PedestrianAutomaticEmergencyBraking,vf_PlantCity,vf_PlantCompanyName,vf_PlantCountry,vf_PlantState,vf_PossibleValues,vf_Pretensioner,vf_RearCrossTrafficAlert,vf_RearVisibilitySystem,vf_SAEAutomationLevel,vf_SAEAutomationLevel_to,vf_SeatBeltsAll,vf_SeatRows,vf_Seats,vf_SemiautomaticHeadlampBeamSwitching,vf_Series,vf_Series2,vf_SteeringLocation,vf_SuggestedVIN,vf_TPMS,vf_TopSpeedMPH,vf_TrackWidth,vf_TractionControl,vf_TrailerBodyType,vf_TrailerLength,vf_TrailerType,vf_TransmissionSpeeds,vf_TransmissionStyle,vf_Trim,vf_Trim2,vf_Turbo,vf_VIN,vf_ValveTrainDesign,vf_VehicleType,vf_WheelBaseLong,vf_WheelBaseShort,vf_WheelBaseType,vf_WheelSizeFront,vf_WheelSizeRear,vf_Wheels,vf_Windows
201127,e6badcbbbb44150316d56d954722bce55059799ec9c3491cd2f1374de4dfacad,PG1835,2019-04-13,2019-05-11,22491,21493,15730,False,Glacier white metallic,Black,AUDI,A3,4655,,,,,,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2000.0,122.0474881894,2.0,4.0,,,,,,,,,,4.0,220.0,,164.054,Audi,,,,,Gasoline,,,,,,,,,,AUDI,582,AUDI,1149.0,A3,3676.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,Fuel: Gas (50-St); Emissions Certification Test Group: GVGAV02.0APA; Federal/California Emission Standard: PZEV II / Bin 2,,Restraint System: Active - Dr/Pass; Airbag - Dr/Pass; Advanced Front Airbags,,,,GYOR,,HUNGARY,,,,,,,,,,,,quattro,,,,Indirect,,,,Not Applicable,,Not Applicable,,Automatic,Premium,,,e6badcbbbb44150316d56d954722bce55059799ec9c3491cd2f1374de4dfacad,,PASSENGER CAR,,,,,,,
4612374,a0cc67af3a89c816bf70d5db460e5eaf533703278388195c80becde6363bbe79,616179A,2018-08-27,2018-09-01,23943,23943,44450,False,Crystal White Pearl,,SUBARU,Outback,6136,,,Standard,,,,1st & 2nd Rows,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,Standard,,,,,,Not Applicable,,,2500.0,152.55936023683,2.5,,AWD/All Wheel Drive,,,,,,,,,,,,,,2.5L U6,,Standard,,,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,Standard,,,SUBARU,523,FUJI HEAVY INDUSTRIES U.S.A. INC. (C/O SUBARU OF AMERICA),1075.0,Outback,2233.0,2016.0,Not Applicable,Not Applicable,,,,,,,,MR = Moonroof NAVI = Navigation ES = EyeSight,,,,,,,,LAFAYETTE,,UNITED STATES (USA),INDIANA,,,,,,,Manual,,,,,,,,Direct,,,,Not Applicable,,Not Applicable,,,Limited + MR + ES + NAVI,,,a0cc67af3a89c816bf70d5db460e5eaf533703278388195c80becde6363bbe79,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
1641775,d014d75f1254210e2d267f88e76ebca5c7d66d03cf8fef81ff4658a6f15a77a9,PRT1895A,2018-11-21,2018-11-26,22991,22991,59228,False,Pearl White,Almond,NISSAN,Armada,23971,Standard,,,,,,1st & 2nd & 3rd Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5600.0,341.7329669305,5.6,4.0,4x2,,,,,,,,,,,,,,,,,,Flexible Fuel Vehicle (FFV),,,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,,,,,NISSAN,478,NISSAN NORTH AMERICA INC,997.0,Armada,1915.0,2015.0,Not Applicable,Not Applicable,,,,,,,,Model Code 0,,,,Front row: 3-point manual belts;  2nd row: outboard and center 3-point belts;  3rd row: outboard and center 3-point belts.,,,,CANTON,Nissan North America Inc.,UNITED STATES (USA),MISSISSIPPI,,,,,,,Manual,,,,SUV,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,d014d75f1254210e2d267f88e76ebca5c7d66d03cf8fef81ff4658a6f15a77a9,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
4113360,2ed521d26383bba4cfd93ea3c5add6fa33656674a79d6f9f9f97e68d6397d603,403683A,2019-07-31,2019-08-12,24754,24614,55095,False,Black,,ACURA,MDX,32331,,,,,,,1st & 2nd & 3rd Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Not Applicable,,Not Applicable,,,,,,,4025.0,Not Applicable,,,3474.057568,212.0,3.474057568,5.0,AWD/All Wheel Drive,,,,,,,V-Shaped,,6.0,290.0,,216.253,,J35Y5,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,ACURA,475,HONDA MFG. ALABAMA. LLC.,989.0,MDX,2147.0,2015.0,Not Applicable,Not Applicable,,,,,,,,,,,,seat belts: front mid & rear right/left/center,,,,LINCOLN,,UNITED STATES (USA),ALABAMA,,,,,,,Manual,,7.0,,Advance Ent,SH-AWD,,,Direct,,,,Not Applicable,,Not Applicable,6.0,Automatic,,,,2ed521d26383bba4cfd93ea3c5add6fa33656674a79d6f9f9f97e68d6397d603,Single Overhead Cam (SOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
3831910,1c919e60b9cb9552352f9754cbf22cf3f3d3e2614c9f6cb83d0bd8240906b3e3,,2018-05-25,2018-07-07,22761,21103,0,False,,,CADILLAC,SRX,13567,,,,,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3600.0,219.68547874103,3.6,4.0,FWD/Front Wheel Drive,,,,,,,,,6.0,,,,,LFX - VVT E85 Max Aluminum,,,Stoichiometric gasoline direct injection (SGDI),Gasoline,Ethanol (E85),,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,CADILLAC,469,GENERAL MOTORS LLC,984.0,SRX,1844.0,2013.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,RAMOS ARIZPE,GMNA,MEXICO,COAHUILA ,,,,,,,Manual,,,,Luxury (FWD),,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,1c919e60b9cb9552352f9754cbf22cf3f3d3e2614c9f6cb83d0bd8240906b3e3,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
4677351,f67b039eba99074cefdbd366079ef4459b86acce3714bac05ed2b114134fdd33,Work Truck,2019-03-23,2019-05-27,9988,9988,0,False,,,CHEVROLET,Silverado,33468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,4300.0,262.40209960734,4.3,2.0,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,6.0,,,,GM,LU3,,,Multipoint Fuel Injection (MPFI),Gasoline,,,,Class 2E: 6001 - 7000 lb (2722 - 3175 kg),,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Silverado,1850.0,2007.0,Not Applicable,Not Applicable,,,,,,,,,,LU3: 4.3L MFI V6,,,,,,FORT WAYNE,GMNA,UNITED STATES (USA),INDIANA,,,,,,,,,,,1/2 Ton,,,,,,,,Not Applicable,,Not Applicable,,,LS,,,f67b039eba99074cefdbd366079ef4459b86acce3714bac05ed2b114134fdd33,Dual Overhead Cam (DOHC),TRUCK ,,,,,,,
1318701,f18e3023994a0640684fea6ec70a4911dcfd4024fa4253a2eaf0e764dda1cc3b,,2019-10-19,2020-04-11,25890,15490,0,True,,,DODGE,Journey,25878,,,,,,,,1st Row (Driver & Passenger),,,All Rows,,,,,,,,,,,,,,,,,,,,,Hatchback/Liftback/Notchback,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2400.0,146.45698582735,2.4,,FWD/Front Wheel Drive,,,,,,,In-Line,,4.0,173.0,,129.0061,FCA,,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,DODGE,476,CHRYSLER DE MEXICO TOLUCA,1002.0,Journey,1939.0,2019.0,Not Applicable,Not Applicable,,,,,,,,Body: Hatchback Tall,,,,,,,,TOLUCA,TOLUCA NORTH ASSEMBLY,MEXICO,MEXICO,,,,,,,Manual,,,,SE (US),,Left Hand Drive (LHD),,Direct,,,,Not Applicable,,Not Applicable,,,JC,,,f18e3023994a0640684fea6ec70a4911dcfd4024fa4253a2eaf0e764dda1cc3b,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
169818,3852a0bd03cdbc0629afefac105bbe1240cb62edf8f17f9d2c8bb9f87ac94af2,,2018-06-19,2018-06-22,10988,10988,0,False,,,DODGE,Journey,11083,,,,,,,,1st Row (Driver & Passenger),,,All Rows,,,,,,,,,,,,,,,,,,,,,Hatchback/Liftback/Notchback,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,U.S.,3600.0,219.68547874103,3.6,,FWD/Front Wheel Drive,,,,,,,,,6.0,283.0,,211.0331,,,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,DODGE,476,CHRYSLER DE MEXICO TOLUCA,1002.0,Journey,1939.0,2013.0,Not Applicable,Not Applicable,,,,,,,,Body Type: Hatchback Tail,,,,Active Seat Belt,,,,,Toluca Assembly,,,,,,,,,Manual,,,,,,Left Hand Drive (LHD),,Direct,,,,Not Applicable,,Not Applicable,,,SXT,,No,3852a0bd03cdbc0629afefac105bbe1240cb62edf8f17f9d2c8bb9f87ac94af2,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
1540721,3f24e62192690912d5e4d5e185fa3ef35b28cbf601b9b410faa08f51b8e251f6,T6274A,2019-10-20,2019-10-21,16995,15481,15813,False,White,Fb21,TOYOTA,Corolla,22222,Standard,,,Standard,,,All Rows,1st Row (Driver & Passenger),Driver Seat Only,Passenger Seat Only,1st Row (Driver & Passenger),Standard,,,2.0,19400.0,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,Calipers / Front Vented Discs | Rear Drums,,Not Applicable,,Not Applicable,,Standard,,,,,,Not Applicable,Standard,,1798.0,109.84273937051,1.8,4.0,FWD/Front Wheel Drive,,Standard,,Standard,,,In-Line,4.0,4.0,132.0,148.0,98.4324,Toyota,2ZR-FE,,Standard,Multipoint Fuel Injection (MPFI),Gasoline,,,,,,,Standard,Standard,,TOYOTA,448,TOYOTA MOTOR MANUFACTURING CANADA,1085.0,Corolla,2208.0,2017.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Standard,CAMBRIDGE,Toyota Motor Manufacturing Inc.,CANADA,ONTARIO,,,,Standard,,,Manual,2.0,5.0,Standard,ZRE172L,,Left Hand Drive (LHD),,Direct,110.0,,Standard,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),L/LE/SE/XLE/XSE/50th Anniv. Special Edition,,,3f24e62192690912d5e4d5e185fa3ef35b28cbf601b9b410faa08f51b8e251f6,Dual Overhead Cam (DOHC),PASSENGER CAR,,,Standard,,,4.0,
3103991,33378ab03e15c8c978a958aed055cc192f853665ba283f633d85c3efd7ad7371,GT03387A,2019-10-03,2020-03-19,31599,22985,0,False,Black,Jet Black,CHEVROLET,Silverado,16846,,,,,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,Extra/Super/ Quad/Double/King/Extended,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5300.0,323.42584370208,5.3,,4WD/4-Wheel Drive/4x4,,,,,,,,,8.0,,,,,L83 - VVT Active Fuel Management Aluminum.,,,Stoichiometric gasoline direct injection (SGDI),Gasoline,Ethanol (E85),,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Silverado,1850.0,2015.0,Not Applicable,Not Applicable,,,,,,,,Engines listed as flexible fuel do not necessarily mean the vehicle is equipped for flexible fuel. ,,,,,,,,FORT WAYNE,GMNA,UNITED STATES (USA),INDIANA,,,,,,,Manual,,,,1500 LT,,,,,,,,Not Applicable,,Not Applicable,,,,,,33378ab03e15c8c978a958aed055cc192f853665ba283f633d85c3efd7ad7371,,TRUCK ,,,,,,,
5260260,45038f74bf7ec85e5e9c73a21adc788de1a301d776a85ae2c27fb5294a28de47,,2018-06-01,2018-06-23,41495,41495,0,False,,,CHEVROLET,Suburban,422,Standard,Rear Park Assist: Standard; Front and Rear Park Assist: Optional; Rear Cross Traffic Alert: Optional,,Standard,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),Standard,,,2.0,55045.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5300.0,323.42584370208,5.3,4.0,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,,,8.0,,,,GM,L83 - SIDI: Spark Ignited Direct Injection VVT: Variable Valve Timing AFM E85 MAX ALUM,,Standard,,Gasoline,Ethanol (E85),,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,Optional,Standard,Standard,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Suburban,1851.0,2017.0,Not Applicable,Not Applicable,,,,,,,,,,,,Front Inboard Seat Side Airbag in First Row.,,,,ARLINGTON,GMNA,UNITED STATES (USA),TEXAS,,,,Standard,,,Manual,3.0,8.0,Standard,LT,,Left Hand Drive (LHD),,Direct,108.0,,Standard,Not Applicable,,Not Applicable,6.0,Automatic,,,,45038f74bf7ec85e5e9c73a21adc788de1a301d776a85ae2c27fb5294a28de47,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,130.0,,18.0,18.0,4.0,
3914377,5150481c2b174d729643185ddbf9a2dca8f8bb8db92bf1379f69b24b3d4d8cb6,18-8083,2019-01-08,2019-02-23,25515,18315,0,True,Black,Black Prem Clth Bkt Sts,JEEP,Renegade,33608,Standard,ParkSense Rear Park Assist: Optional; Electronic Roll Mitigation: Standard; Front Passenger Seat Belt Alert: Standard; Latch Ready Child Seat Anchor System: Standard; Panic Brake Assist: Standard; Occupant Detection System: Standard; Locking Glove Box: Standard; Remote-Start System: Optional,,,,,,1st Row (Driver & Passenger),,,1st & 2nd Rows,,,,2.0,21945.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,Optional,,,,,,Not Applicable,Standard,,2400.0,146.45698582735,2.4,4.0,FWD/Front Wheel Drive,,Optional,,Standard,,,,,4.0,180.0,,134.226,,,,Optional,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,Standard,Optional,Optional,,JEEP,483,FCA ITALY S.P.A.,1029.0,Renegade,6160.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,Active Seatbelts.,,,,MELFI,,ITALY,,,Yes,,Standard,,,Manual,,5.0,Optional,,,Left Hand Drive (LHD),,Direct,,,,Not Applicable,,Not Applicable,6.0,Manual/Standard,Latitude (North for Canada),,No,5150481c2b174d729643185ddbf9a2dca8f8bb8db92bf1379f69b24b3d4d8cb6,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,101.2,,16.0,16.0,4.0,
1286989,29f115dce16e1da709aaa20df4c827a6a88bd9c3f9a0eec30aaf08203a1e537d,,2018-08-29,2018-09-17,29995,29995,0,False,,,DODGE,Durango,8585,,,,,,,,1st Row (Driver & Passenger),,,All Rows,,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3600.0,219.68547874103,3.6,4.0,AWD/All Wheel Drive,,,,,,,,,6.0,,,,,,,,,Gasoline,,,,Class 2E: 6001 - 7000 lb (2722 - 3175 kg),,,,,,DODGE,476,FCA US LLC,994.0,Durango,3508.0,2015.0,Not Applicable,Not Applicable,,,,,,,,,,Sales Code: ERB,,Active Seat Belt,,,,DETROIT,Jefferson North Assembly,UNITED STATES (USA),MICHIGAN,,,,,,,Manual,,,,,,Left Hand Drive (LHD),,Direct,,,,Not Applicable,,Not Applicable,,,Crew,,No,29f115dce16e1da709aaa20df4c827a6a88bd9c3f9a0eec30aaf08203a1e537d,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
4100446,6fe1bae9060cfcf460ed5bba988148f041b30522d9ad62ee5bdeefc4afe0c931,618443A,2019-09-26,2019-10-26,22443,21843,23105,False,Gray,,TOYOTA,Highlander,36699,,,,,,,All Rows,1st Row (Driver & Passenger),Driver Seat Only,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,3456.0,213.58310433156,3.5,5.0,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,6.0,231.0,314.0,172.2567,Toyota,2GR-FE,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,TOYOTA,448,TOYOTA MOTOR MANUFACTURING INDIANA INC.,1087.0,Highlander,2213.0,2012.0,Not Applicable,Not Applicable,,,,,,,,,,Port,,,,,,,Toyota Motor Manufacturing Indiana Inc.,UNITED STATES (USA),INDIANA,,,,,,,Manual,,,,GSU40L/GSU45L/ASU40L/GVU48L,,,,Direct,,,,Not Applicable,,Not Applicable,,,Base/Hybrid,G Grade,,6fe1bae9060cfcf460ed5bba988148f041b30522d9ad62ee5bdeefc4afe0c931,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
4035199,f1fda4cbd69ec1784b837fef4a97f66afe1dbd9e43050c1837873a7732725a23,DTOH211851,2020-01-21,2020-01-21,35855,34782,0,True,Gray,Espresso/Gray,HYUNDAI,Santa Fe,15601,Standard,,Standard,Standard,,,1st & 2nd Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),Standard,,,2.0,26400.0,,,,,,,,,,,,,,Standard,,Wagon,,,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,2400.0,146.45698582735,2.4,4.0,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,,,4.0,185.0,,137.9545,HMC, GDI THETA II,,Standard,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,Standard,Standard,Standard,,HYUNDAI,498,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),1034.0,Santa Fe,2057.0,2020.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Standard,,,UNITED STATES (USA),ALABAMA,,,,Standard,,,Manual,2.0,5.0,Standard,SEL,,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,8.0,Automatic,,,,f1fda4cbd69ec1784b837fef4a97f66afe1dbd9e43050c1837873a7732725a23,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,108.9,,,,4.0,
1105285,ded1bcbc16903573f41b06e43741d7650cff583f439b7bf92713dd798fd66e08,C715A,2020-05-04,2020-05-26,12390,11990,24758,False,Black,Black,MITSUBISHI,Outlander,35842,,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),,,1st & 2nd Rows,,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2000.0,122.04748818946,2.0,5.0,FWD/Front Wheel Drive,,,,,,,,,,,,,,DOHC MIVEC,,,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,MITSUBISHI,481,MITSUBISHI MOTORS CORPORATION (MMC),1052.0,Outlander,2163.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,OKAZAKI,,JAPAN,,,,,,,,Manual,,,,MEDIUM,,,,Direct,,,,Not Applicable,,Not Applicable,,,Sport ES/SE (ASX ES in Puerto Rico),,,ded1bcbc16903573f41b06e43741d7650cff583f439b7bf92713dd798fd66e08,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
4892353,ebe1c160eb15eb4569b187a483256a46c95b3c53e48fcb88c101d61075893a1b,,2018-05-25,2018-08-15,55025,49824,0,True,,,CHEVROLET,Silverado,26860,,,,,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5300.0,323.42584370208,5.3,4.0,4WD/4-Wheel Drive/4x4,,,,,,,,,8.0,,,,GM,L83 - SIDI: Spark Ignited Direct Injection VVT: Variable Valve Timing AFM E85 MAX ALUM,,,,Gasoline,Ethanol (E85),,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Silverado,1850.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,SILAO,GMNA,MEXICO,,,,,,,,Manual,,,,LTZ,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,ebe1c160eb15eb4569b187a483256a46c95b3c53e48fcb88c101d61075893a1b,,TRUCK ,,,,,,,
4213466,1287778799421fb0163fd245996872b1ef6fb4e16b5c4a0b94411a38b9ecf099,X020023A,2019-08-29,2019-10-05,35995,31995,47664,False,Black Clearcoat,black,JEEP,Wrangler,5855,,,,,,,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3600.0,219.68547874103,3.6,4.0,4WD/4-Wheel Drive/4x4,,,,,,,,,6.0,,,,,,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,JEEP,483,FCA US LLC,994.0,Wrangler,1943.0,2015.0,Not Applicable,Not Applicable,,,,,,,,,,Sales Code: ERB,,Active Seat Belt,,,,TOLEDO,Toledo Supplier Park,UNITED STATES (USA),OHIO,,,,,,,Manual,,,,,,Left Hand Drive (LHD),,Direct,,,,Not Applicable,,Not Applicable,,,Rubicon,,No,1287778799421fb0163fd245996872b1ef6fb4e16b5c4a0b94411a38b9ecf099,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
2106306,f3c91a70e5b80fd73bb1bfdb153b3fa7c6b1194a93d102fa42f1c36bb6020246,L5114B,2018-09-15,2019-02-05,21225,3497,122465,False,Brilliant Silver Metallic,,FORD,Fusion,10511,,,,,,,,1st Row (Driver & Passenger),,,1st & 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2500.0,152.55936023683,2.5,4.0,,,,,,,,In-Line,,4.0,175.0,,130.4975,,Ford,,,,Gasoline,,,,,,,,,,FORD,460,FORD MOTOR COMPANY MEXICO,979.0,Fusion,1780.0,2010.0,Not Applicable,Not Applicable,,,,,,,,,,Displacement is 2.5L 4V.,,,,,,HERMOSILLO,Hermosillo,MEXICO,,,,,,,,Manual,,,,SE,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,f3c91a70e5b80fd73bb1bfdb153b3fa7c6b1194a93d102fa42f1c36bb6020246,,PASSENGER CAR,,,,,,,
1153321,4de3520f59cdd9b3c893281addd4fa3cc89224e899a150361b486735ff8ea549,,2019-08-24,2019-08-29,0,0,0,False,,,BUICK,Verano,15065,,,,,,,All Rows,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,1st & 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2400.0,146.45698582735,2.4,4.0,,,,,,,,,,4.0,,,,,LEA,,,Stoichiometric gasoline direct injection (SGDI),Gasoline,Ethanol (E85),,,,,,,,,BUICK,468,GENERAL MOTORS LLC,984.0,Verano,1823.0,2012.0,Not Applicable,Not Applicable,,,,,,,,Body type: 4Dr Sedan; Notchback,,Book Code: P 0G.   E85 Max. Aluminum.,,,,,,ORION,GMNA,UNITED STATES (USA),MICHIGAN,,,,,,,Manual,,,,Convenience Package 2,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,4de3520f59cdd9b3c893281addd4fa3cc89224e899a150361b486735ff8ea549,Dual Overhead Cam (DOHC),PASSENGER CAR,,,,,,,4.0
